Day,Month,Year,Date,Quarter,Sector,Female Employment,Male Employment,Total
31,March,2015,31-Mar-15,1,Administrative & support services,"638,751","775,635","1,414,386"
31,March,2015,31-Mar-15,1,Public admin & defence; social security,"900,283","944,440","1,844,723"
31,March,2015,31-Mar-15,1,Education,"2,336,317","948,431","3,284,748"
31,March,2015,31-Mar-15,1,Human health & social work activities,"3,252,134","917,843","4,169,977"
31,March,2015,31-Mar-15,1,Other services,"951,707","812,970","1,764,677"
30,June,2015,30-Jun-15,2,Public Sector,"4,570,711","2,358,690","6,929,401"
30,June,2015,30-Jun-15,2,Private sector,"9,896,298","14,017,069","23,913,367"
30,June,2015,30-Jun-15,2,"Agriculture, forestry & fishing","81,128","258,695","339,823"
30,June,2015,30-Jun-15,2,"Mining, energy and water supply","113,174","438,928","552,102"
30,June,2015,30-Jun-15,2,Manufacturing,"741,910","2,274,419","3,016,329"
30,June,2015,30-Jun-15,2,Construction,"264,987","1,931,205","2,196,192"
30,June,2015,30-Jun-15,2,"Wholesale, retail & repair of motor vehicles","1,894,045","2,103,960","3,998,005"
30,June,2015,30-Jun-15,2,Transport & storage,"342,292","1,194,980","1,537,272"
30,June,2015,30-Jun-15,2,Accommod-ation & food services,"885,154","778,140","1,663,294"
30,June,2015,30-Jun-15,2,Information & communication,"349,094","893,843","1,242,937"
30,June,2015,30-Jun-15,2,Financial & insurance activities,"551,946","670,313","1,222,259"
30,June,2015,30-Jun-15,2,Real estate activities,"169,915","169,227","339,142"
30,June,2015,30-Jun-15,2,"Professional, scientific & technical activities","914,044","1,231,547","2,145,591"
30,June,2015,30-Jun-15,2,Administrative & support services,"686,806","812,632","1,499,438"
30,June,2015,30-Jun-15,2,Public admin & defence; social security,"898,025","933,185","1,831,210"
30,June,2015,30-Jun-15,2,Education,"2,324,861","939,640","3,264,501"
30,June,2015,30-Jun-15,2,Human health & social work activities,"3,249,387","905,400","4,154,787"
30,June,2015,30-Jun-15,2,Other services,"955,044","801,102","1,756,146"
30,September,2015,30-Sep-15,3,Public Sector,"4,500,269","2,350,975","6,851,244"
30,September,2015,30-Sep-15,3,Private sector,"10,090,270","14,286,551","24,376,821"
30,September,2015,30-Sep-15,3,"Agriculture, forestry & fishing","97,704","251,522","349,226"
30,September,2015,30-Sep-15,3,"Mining, energy and water supply","111,283","441,805","553,088"
30,September,2015,30-Sep-15,3,Manufacturing,"744,715","2,222,990","2,967,705"
30,September,2015,30-Sep-15,3,Construction,"255,641","1,967,768","2,223,409"
30,September,2015,30-Sep-15,3,"Wholesale, retail & repair of motor vehicles","1,931,810","2,162,936","4,094,746"
30,September,2015,30-Sep-15,3,Transport & storage,"344,636","1,231,237","1,575,873"
30,September,2015,30-Sep-15,3,Accommod-ation & food services,"888,348","809,706","1,698,054"
30,September,2015,30-Sep-15,3,Information & communication,"345,712","929,545","1,275,257"
30,September,2015,30-Sep-15,3,Financial & insurance activities,"567,930","685,615","1,253,545"
30,September,2015,30-Sep-15,3,Real estate activities,"175,200","172,675","347,875"
30,September,2015,30-Sep-15,3,"Professional, scientific & technical activities","945,334","1,227,294","2,172,628"
30,September,2015,30-Sep-15,3,Administrative & support services,"719,754","819,359","1,539,113"
30,September,2015,30-Sep-15,3,Public admin & defence; social security,"925,770","914,841","1,840,611"
30,September,2015,30-Sep-15,3,Education,"2,295,261","971,129","3,266,390"
30,September,2015,30-Sep-15,3,Human health & social work activities,"3,231,465","930,865","4,162,330"
30,September,2015,30-Sep-15,3,Other services,"965,941","846,085","1,812,026"
31,December,2015,31-Dec-15,4,Public Sector,"4,535,459","2,364,533","6,899,992"
31,December,2015,31-Dec-15,4,Private sector,"10,121,926","14,406,378","24,528,304"
31,December,2015,31-Dec-15,4,"Agriculture, forestry & fishing","115,989","267,239","383,228"
31,December,2015,31-Dec-15,4,"Mining, energy and water supply","114,210","431,964","546,174"
31,December,2015,31-Dec-15,4,Manufacturing,"722,305","2,269,370","2,991,675"
31,December,2015,31-Dec-15,4,Construction,"260,246","2,004,085","2,264,331"
31,December,2015,31-Dec-15,4,"Wholesale, retail & repair of motor vehicles","1,982,634","2,224,487","4,207,121"
31,December,2015,31-Dec-15,4,Transport & storage,"332,852","1,277,394","1,610,246"
31,December,2015,31-Dec-15,4,Accommod-ation & food services,"848,621","789,444","1,638,065"
31,December,2015,31-Dec-15,4,Information & communication,"335,507","925,442","1,260,949"
31,December,2015,31-Dec-15,4,Financial & insurance activities,"571,711","707,016","1,278,727"
31,December,2015,31-Dec-15,4,Real estate activities,"173,347","173,684","347,031"
31,December,2015,31-Dec-15,4,"Professional, scientific & technical activities","963,600","1,240,515","2,204,115"
31,December,2015,31-Dec-15,4,Administrative & support services,"729,786","833,534","1,563,320"
31,December,2015,31-Dec-15,4,Public admin & defence; social security,"953,096","925,303","1,878,399"
31,December,2015,31-Dec-15,4,Education,"2,352,391","976,237","3,328,628"
31,December,2015,31-Dec-15,4,Human health & social work activities,"3,218,330","911,853","4,130,183"
31,December,2015,31-Dec-15,4,Other services,"966,266","789,448","1,755,714"
31,March,2016,31-Mar-16,1,Public Sector,"4,590,201","2,333,849","6,924,050"
31,March,2016,31-Mar-16,1,Private sector,"10,030,546","14,383,930","24,414,476"
31,March,2016,31-Mar-16,1,"Agriculture, forestry & fishing","98,935","252,399","351,334"
31,March,2016,31-Mar-16,1,"Mining, energy and water supply","102,614","425,804","528,418"
31,March,2016,31-Mar-16,1,Manufacturing,"716,595","2,290,942","3,007,537"
31,March,2016,31-Mar-16,1,Construction,"269,712","2,001,767","2,271,479"
31,March,2016,31-Mar-16,1,"Wholesale, retail & repair of motor vehicles","1,966,399","2,164,282","4,130,681"
31,March,2016,31-Mar-16,1,Transport & storage,"326,813","1,280,905","1,607,718"
31,March,2016,31-Mar-16,1,Accommod-ation & food services,"876,219","786,827","1,663,046"
31,March,2016,31-Mar-16,1,Information & communication,"318,585","906,753","1,225,338"
31,March,2016,31-Mar-16,1,Financial & insurance activities,"551,679","710,245","1,261,924"
31,March,2016,31-Mar-16,1,Real estate activities,"178,120","179,584","357,704"
31,March,2016,31-Mar-16,1,"Professional, scientific & technical activities","964,608","1,278,386","2,242,994"
31,March,2016,31-Mar-16,1,Administrative & support services,"710,782","813,810","1,524,592"
31,March,2016,31-Mar-16,1,Public admin & defence; social security,"943,105","912,487","1,855,592"
31,March,2016,31-Mar-16,1,Education,"2,418,955","937,564","3,356,519"
31,March,2016,31-Mar-16,1,Human health & social work activities,"3,209,696","932,872","4,142,568"
31,March,2016,31-Mar-16,1,Other services,"950,245","794,039","1,744,284"
30,June,2016,30-Jun-16,2,Public Sector,"4,582,405","2,356,254","6,938,659"
30,June,2016,30-Jun-16,2,Private sector,"10,143,181","14,420,831","24,564,012"
30,June,2016,30-Jun-16,2,"Agriculture, forestry & fishing","86,894","250,062","336,956"
30,June,2016,30-Jun-16,2,"Mining, energy and water supply","101,289","417,558","518,847"
30,June,2016,30-Jun-16,2,Manufacturing,"730,425","2,303,556","3,033,981"
30,June,2016,30-Jun-16,2,Construction,"281,088","2,034,322","2,315,410"
30,June,2016,30-Jun-16,2,"Wholesale, retail & repair of motor vehicles","1,991,088","2,176,152","4,167,240"
30,June,2016,30-Jun-16,2,Transport & storage,"317,965","1,290,828","1,608,793"
30,June,2016,30-Jun-16,2,Accommod-ation & food services,"886,298","820,364","1,706,662"
30,June,2016,30-Jun-16,2,Information & communication,"333,027","873,473","1,206,500"
30,June,2016,30-Jun-16,2,Financial & insurance activities,"563,869","705,584","1,269,453"
30,June,2016,30-Jun-16,2,Real estate activities,"182,826","173,080","355,906"
30,June,2016,30-Jun-16,2,"Professional, scientific & technical activities","973,328","1,320,691","2,294,019"
30,June,2016,30-Jun-16,2,Administrative & support services,"683,259","812,283","1,495,542"
30,June,2016,30-Jun-16,2,Public admin & defence; social security,"970,813","927,148","1,897,961"
30,June,2016,30-Jun-16,2,Education,"2,374,775","924,972","3,299,747"
30,June,2016,30-Jun-16,2,Human health & social work activities,"3,243,420","914,821","4,158,241"
30,June,2016,30-Jun-16,2,Other services,"993,056","780,397","1,773,453"
30,September,2016,30-Sep-16,3,Public Sector,"4,517,398","2,390,887","6,908,285"
30,September,2016,30-Sep-16,3,Private sector,"10,301,681","14,527,879","24,829,560"
30,September,2016,30-Sep-16,3,"Agriculture, forestry & fishing","96,947","260,351","357,298"
30,September,2016,30-Sep-16,3,"Mining, energy and water supply","103,392","412,735","516,127"
30,September,2016,30-Sep-16,3,Manufacturing,"757,953","2,255,236","3,013,189"
30,September,2016,30-Sep-16,3,Construction,"285,290","2,004,715","2,290,005"
30,September,2016,30-Sep-16,3,"Wholesale, retail & repair of motor vehicles","2,013,850","2,239,462","4,253,312"
30,September,2016,30-Sep-16,3,Transport & storage,"333,617","1,304,587","1,638,204"
30,September,2016,30-Sep-16,3,Accommod-ation & food services,"952,519","813,901","1,766,420"
30,September,2016,30-Sep-16,3,Information & communication,"360,871","940,881","1,301,752"
30,September,2016,30-Sep-16,3,Financial & insurance activities,"542,601","717,530","1,260,131"
30,September,2016,30-Sep-16,3,Real estate activities,"179,545","174,042","353,587"
30,September,2016,30-Sep-16,3,"Professional, scientific & technical activities","952,096","1,297,581","2,249,677"
30,September,2016,30-Sep-16,3,Administrative & support services,"700,254","810,499","1,510,753"
30,September,2016,30-Sep-16,3,Public admin & defence; social security,"993,501","942,701","1,936,202"
30,September,2016,30-Sep-16,3,Education,"2,378,130","958,055","3,336,185"
30,September,2016,30-Sep-16,3,Human health & social work activities,"3,185,475","914,556","4,100,031"
30,September,2016,30-Sep-16,3,Other services,"989,948","819,333","1,809,281"
31,December,2016,31-Dec-16,4,Public Sector,"4,490,734","2,362,556","6,853,290"
31,December,2016,31-Dec-16,4,Private sector,"10,403,521","14,494,035","24,897,556"
31,December,2016,31-Dec-16,4,"Agriculture, forestry & fishing","87,807","286,972","374,779"
31,December,2016,31-Dec-16,4,"Mining, energy and water supply","101,450","426,184","527,634"
31,December,2016,31-Dec-16,4,Manufacturing,"744,881","2,202,996","2,947,877"
31,December,2016,31-Dec-16,4,Construction,"299,751","2,016,490","2,316,241"
31,December,2016,31-Dec-16,4,"Wholesale, retail & repair of motor vehicles","2,014,158","2,211,542","4,225,700"
31,December,2016,31-Dec-16,4,Transport & storage,"327,092","1,275,516","1,602,608"
31,December,2016,31-Dec-16,4,Accommod-ation & food services,"969,693","798,517","1,768,210"
31,December,2016,31-Dec-16,4,Information & communication,"370,647","950,144","1,320,791"
31,December,2016,31-Dec-16,4,Financial & insurance activities,"512,933","682,631","1,195,564"
31,December,2016,31-Dec-16,4,Real estate activities,"180,494","171,848","352,342"
31,December,2016,31-Dec-16,4,"Professional, scientific & technical activities","998,696","1,350,891","2,349,587"
31,December,2016,31-Dec-16,4,Administrative & support services,"709,935","820,224","1,530,159"
31,December,2016,31-Dec-16,4,Public admin & defence; social security,"1,015,355","948,891","1,964,246"
31,December,2016,31-Dec-16,4,Education,"2,383,818","900,341","3,284,159"
31,December,2016,31-Dec-16,4,Human health & social work activities,"3,197,607","950,111","4,147,718"
31,December,2016,31-Dec-16,4,Other services,"974,065","815,423","1,789,488"
31,March,2017,31-Mar-17,1,Public Sector,"4,504,994","2,334,983","6,839,977"
31,March,2017,31-Mar-17,1,Private sector,"10,389,327","14,487,103","24,876,430"
31,March,2017,31-Mar-17,1,"Agriculture, forestry & fishing","92,781","288,396","381,177"
31,March,2017,31-Mar-17,1,"Mining, energy and water supply","105,621","433,200","538,821"
31,March,2017,31-Mar-17,1,Manufacturing,"722,163","2,185,446","2,907,609"
31,March,2017,31-Mar-17,1,Construction,"290,144","2,046,150","2,336,294"
31,March,2017,31-Mar-17,1,"Wholesale, retail & repair of motor vehicles","1,943,247","2,192,811","4,136,058"
31,March,2017,31-Mar-17,1,Transport & storage,"315,008","1,244,568","1,559,576"
31,March,2017,31-Mar-17,1,Accommod-ation & food services,"941,785","805,004","1,746,789"
31,March,2017,31-Mar-17,1,Information & communication,"379,298","943,235","1,322,533"
31,March,2017,31-Mar-17,1,Financial & insurance activities,"514,437","680,514","1,194,951"
31,March,2017,31-Mar-17,1,Real estate activities,"181,669","187,973","369,642"
31,March,2017,31-Mar-17,1,"Professional, scientific & technical activities","1,028,490","1,312,910","2,341,400"
31,March,2017,31-Mar-17,1,Administrative & support services,"712,626","838,335","1,550,961"
31,March,2017,31-Mar-17,1,Public admin & defence; social security,"1,012,224","939,939","1,952,163"
31,March,2017,31-Mar-17,1,Education,"2,403,201","902,225","3,305,426"
31,March,2017,31-Mar-17,1,Human health & social work activities,"3,262,035","971,544","4,233,579"
31,March,2017,31-Mar-17,1,Other services,"973,423","794,425","1,767,848"
30,June,2017,30-Jun-17,2,Public Sector,"4,509,416","2,364,143","6,873,559"
30,June,2017,30-Jun-17,2,Private sector,"10,458,261","14,539,319","24,997,580"
30,June,2017,30-Jun-17,2,"Agriculture, forestry & fishing","97,558","276,281","373,839"
30,June,2017,30-Jun-17,2,"Mining, energy and water supply","109,088","429,148","538,236"
30,June,2017,30-Jun-17,2,Manufacturing,"720,722","2,194,674","2,915,396"
30,June,2017,30-Jun-17,2,Construction,"293,625","2,033,452","2,327,077"
30,June,2017,30-Jun-17,2,"Wholesale, retail & repair of motor vehicles","1,973,805","2,245,959","4,219,764"
30,June,2017,30-Jun-17,2,Transport & storage,"311,425","1,242,901","1,554,326"
30,June,2017,30-Jun-17,2,Accommod-ation & food services,"984,408","822,909","1,807,317"
30,June,2017,30-Jun-17,2,Information & communication,"408,078","931,962","1,340,040"
30,June,2017,30-Jun-17,2,Financial & insurance activities,"528,910","664,611","1,193,521"
30,June,2017,30-Jun-17,2,Real estate activities,"171,056","173,678","344,734"
30,June,2017,30-Jun-17,2,"Professional, scientific & technical activities","1,010,044","1,319,727","2,329,771"
30,June,2017,30-Jun-17,2,Administrative & support services,"730,450","842,986","1,573,436"
30,June,2017,30-Jun-17,2,Public admin & defence; social security,"1,027,774","939,747","1,967,521"
30,June,2017,30-Jun-17,2,Education,"2,351,329","911,496","3,262,825"
30,June,2017,30-Jun-17,2,Human health & social work activities,"3,238,611","948,867","4,187,478"
30,June,2017,30-Jun-17,2,Other services,"985,809","854,233","1,840,042"
30,September,2017,30-Sep-17,3,Public Sector,"4,525,110","2,315,971","6,841,081"
30,September,2017,30-Sep-17,3,Private sector,"10,524,588","14,651,340","25,175,928"
30,September,2017,30-Sep-17,3,"Agriculture, forestry & fishing","88,044","264,262","352,306"
30,September,2017,30-Sep-17,3,"Mining, energy and water supply","109,511","417,291","526,802"
30,September,2017,30-Sep-17,3,Manufacturing,"766,524","2,183,045","2,949,569"
30,September,2017,30-Sep-17,3,Construction,"321,295","2,045,504","2,366,799"
30,September,2017,30-Sep-17,3,"Wholesale, retail & repair of motor vehicles","1,951,269","2,243,422","4,194,691"
30,September,2017,30-Sep-17,3,Transport & storage,"330,404","1,274,112","1,604,516"
30,September,2017,30-Sep-17,3,Accommod-ation & food services,"967,872","815,708","1,783,580"
30,September,2017,30-Sep-17,3,Information & communication,"376,211","896,642","1,272,853"
30,September,2017,30-Sep-17,3,Financial & insurance activities,"517,419","716,197","1,233,616"
30,September,2017,30-Sep-17,3,Real estate activities,"170,898","172,410","343,308"
30,September,2017,30-Sep-17,3,"Professional, scientific & technical activities","990,225","1,340,722","2,330,947"
30,September,2017,30-Sep-17,3,Administrative & support services,"740,241","849,223","1,589,464"
30,September,2017,30-Sep-17,3,Public admin & defence; social security,"1,058,669","942,769","2,001,438"
30,September,2017,30-Sep-17,3,Education,"2,346,366","919,520","3,265,886"
30,September,2017,30-Sep-17,3,Human health & social work activities,"3,259,488","924,178","4,183,666"
30,September,2017,30-Sep-17,3,Other services,"1,016,596","890,249","1,906,845"
31,December,2017,31-Dec-17,4,Public Sector,"4,524,762","2,308,585","6,833,347"
31,December,2017,31-Dec-17,4,Private sector,"10,580,856","14,690,305","25,271,161"
31,December,2017,31-Dec-17,4,"Agriculture, forestry & fishing","112,418","262,790","375,208"
31,December,2017,31-Dec-17,4,"Mining, energy and water supply","124,391","436,672","561,063"
31,December,2017,31-Dec-17,4,Manufacturing,"734,183","2,216,334","2,950,517"
31,December,2017,31-Dec-17,4,Construction,"305,575","2,024,160","2,329,735"
31,December,2017,31-Dec-17,4,"Wholesale, retail & repair of motor vehicles","2,008,877","2,314,473","4,323,350"
31,December,2017,31-Dec-17,4,Transport & storage,"333,617","1,246,578","1,580,195"
31,December,2017,31-Dec-17,4,Accommod-ation & food services,"922,260","805,229","1,727,489"
31,December,2017,31-Dec-17,4,Information & communication,"364,758","877,048","1,241,806"
31,December,2017,31-Dec-17,4,Financial & insurance activities,"530,425","710,971","1,241,396"
31,December,2017,31-Dec-17,4,Real estate activities,"179,439","175,203","354,642"
31,December,2017,31-Dec-17,4,"Professional, scientific & technical activities","1,026,468","1,339,694","2,366,162"
31,December,2017,31-Dec-17,4,Administrative & support services,"702,440","889,867","1,592,307"
31,December,2017,31-Dec-17,4,Public admin & defence; social security,"1,051,830","947,631","1,999,461"
31,December,2017,31-Dec-17,4,Education,"2,336,592","910,420","3,247,012"
31,December,2017,31-Dec-17,4,Human health & social work activities,"3,306,202","917,309","4,223,511"
31,December,2017,31-Dec-17,4,Other services,"1,011,317","870,397","1,881,714"
31,March,2018,31-Mar-18,1,Public Sector,"4,585,521","2,384,771","6,970,292"
31,March,2018,31-Mar-18,1,Private sector,"10,558,280","14,633,174","25,191,454"
31,March,2018,31-Mar-18,1,"Agriculture, forestry & fishing","100,841","252,798","353,639"
31,March,2018,31-Mar-18,1,"Mining, energy and water supply","113,916","473,044","586,960"
31,March,2018,31-Mar-18,1,Manufacturing,"724,555","2,197,383","2,921,938"
31,March,2018,31-Mar-18,1,Construction,"295,132","2,036,439","2,331,571"
31,March,2018,31-Mar-18,1,"Wholesale, retail & repair of motor vehicles","1,981,125","2,276,594","4,257,719"
31,March,2018,31-Mar-18,1,Transport & storage,"317,531","1,254,242","1,571,773"
31,March,2018,31-Mar-18,1,Accommod-ation & food services,"920,465","797,919","1,718,384"
31,March,2018,31-Mar-18,1,Information & communication,"383,905","927,956","1,311,861"
31,March,2018,31-Mar-18,1,Financial & insurance activities,"540,027","716,182","1,256,209"
31,March,2018,31-Mar-18,1,Real estate activities,"198,211","174,100","372,311"
31,March,2018,31-Mar-18,1,"Professional, scientific & technical activities","1,043,461","1,319,799","2,363,260"
31,March,2018,31-Mar-18,1,Administrative & support services,"686,246","868,513","1,554,759"
31,March,2018,31-Mar-18,1,Public admin & defence; social security,"1,097,449","999,475","2,096,924"
31,March,2018,31-Mar-18,1,Education,"2,325,970","910,088","3,236,058"
31,March,2018,31-Mar-18,1,Human health & social work activities,"3,359,751","906,215","4,265,966"
31,March,2018,31-Mar-18,1,Other services,"1,007,450","827,664","1,835,114"
30,June,2018,30-Jun-18,2,Public Sector,"4,609,412","2,339,617","6,949,029"
30,June,2018,30-Jun-18,2,Private sector,"10,539,061","14,715,304","25,254,365"
30,June,2018,30-Jun-18,2,"Agriculture, forestry & fishing","90,347","260,105","350,452"
30,June,2018,30-Jun-18,2,"Mining, energy and water supply","104,786","479,912","584,698"
30,June,2018,30-Jun-18,2,Manufacturing,"737,587","2,148,927","2,886,514"
30,June,2018,30-Jun-18,2,Construction,"284,167","2,048,353","2,332,520"
30,June,2018,30-Jun-18,2,"Wholesale, retail & repair of motor vehicles","1,959,388","2,266,031","4,225,419"
30,June,2018,30-Jun-18,2,Transport & storage,"329,696","1,295,947","1,625,643"
30,June,2018,30-Jun-18,2,Accommod-ation & food services,"961,536","829,760","1,791,296"
30,June,2018,30-Jun-18,2,Information & communication,"378,505","938,982","1,317,487"
30,June,2018,30-Jun-18,2,Financial & insurance activities,"560,984","715,726","1,276,710"
30,June,2018,30-Jun-18,2,Real estate activities,"178,891","167,506","346,397"
30,June,2018,30-Jun-18,2,"Professional, scientific & technical activities","1,079,808","1,345,260","2,425,068"
30,June,2018,30-Jun-18,2,Administrative & support services,"671,318","896,183","1,567,501"
30,June,2018,30-Jun-18,2,Public admin & defence; social security,"1,075,200","981,914","2,057,114"
30,June,2018,30-Jun-18,2,Education,"2,338,750","886,431","3,225,181"
30,June,2018,30-Jun-18,2,Human health & social work activities,"3,350,213","873,714","4,223,927"
30,June,2018,30-Jun-18,2,Other services,"1,002,958","853,372","1,856,330"
30,September,2018,30-Sep-18,3,Public Sector,"4,602,549","2,382,962","6,985,511"
30,September,2018,30-Sep-18,3,Private sector,"10,589,749","14,811,094","25,400,843"
30,September,2018,30-Sep-18,3,"Agriculture, forestry & fishing","90,064","243,834","333,898"
30,September,2018,30-Sep-18,3,"Mining, energy and water supply","120,806","462,754","583,560"
30,September,2018,30-Sep-18,3,Manufacturing,"717,911","2,163,463","2,881,374"
30,September,2018,30-Sep-18,3,Construction,"282,532","2,058,120","2,340,652"
30,September,2018,30-Sep-18,3,"Wholesale, retail & repair of motor vehicles","1,937,903","2,259,770","4,197,673"
30,September,2018,30-Sep-18,3,Transport & storage,"344,546","1,282,156","1,626,702"
30,September,2018,30-Sep-18,3,Accommod-ation & food services,"925,506","849,392","1,774,898"
30,September,2018,30-Sep-18,3,Information & communication,"359,227","945,438","1,304,665"
30,September,2018,30-Sep-18,3,Financial & insurance activities,"604,510","778,503","1,383,013"
30,September,2018,30-Sep-18,3,Real estate activities,"183,310","169,991","353,301"
30,September,2018,30-Sep-18,3,"Professional, scientific & technical activities","1,081,841","1,335,186","2,417,027"
30,September,2018,30-Sep-18,3,Administrative & support services,"682,556","884,021","1,566,577"
30,September,2018,30-Sep-18,3,Public admin & defence; social security,"1,095,871","1,031,953","2,127,824"
30,September,2018,30-Sep-18,3,Education,"2,371,001","924,962","3,295,963"
30,September,2018,30-Sep-18,3,Human health & social work activities,"3,382,205","894,488","4,276,693"
30,September,2018,30-Sep-18,3,Other services,"971,382","824,251","1,795,633"
31,December,2018,31-Dec-18,4,Public Sector,"4,614,941","2,424,446","7,039,387"
31,December,2018,31-Dec-18,4,Private sector,"10,675,045","14,855,146","25,530,191"
31,December,2018,31-Dec-18,4,"Agriculture, forestry & fishing","94,965","248,026","342,991"
31,December,2018,31-Dec-18,4,"Mining, energy and water supply","127,111","472,519","599,630"
31,December,2018,31-Dec-18,4,Manufacturing,"715,090","2,185,561","2,900,651"
31,December,2018,31-Dec-18,4,Construction,"301,624","2,103,514","2,405,138"
31,December,2018,31-Dec-18,4,"Wholesale, retail & repair of motor vehicles","1,896,669","2,221,081","4,117,750"
31,December,2018,31-Dec-18,4,Transport & storage,"318,853","1,283,471","1,602,324"
31,December,2018,31-Dec-18,4,Accommod-ation & food services,"914,532","824,558","1,739,090"
31,December,2018,31-Dec-18,4,Information & communication,"349,744","939,845","1,289,589"
31,December,2018,31-Dec-18,4,Financial & insurance activities,"607,712","765,466","1,373,178"
31,December,2018,31-Dec-18,4,Real estate activities,"220,905","175,710","396,615"
31,December,2018,31-Dec-18,4,"Professional, scientific & technical activities","1,081,613","1,350,312","2,431,925"
31,December,2018,31-Dec-18,4,Administrative & support services,"700,062","892,344","1,592,406"
31,December,2018,31-Dec-18,4,Public admin & defence; social security,"1,084,859","1,048,774","2,133,633"
31,December,2018,31-Dec-18,4,Education,"2,448,294","928,963","3,377,257"
31,December,2018,31-Dec-18,4,Human health & social work activities,"3,403,353","936,619","4,339,972"
31,December,2018,31-Dec-18,4,Other services,"971,467","803,956","1,775,423"
31,March,2019,31-Mar-19,1,Public Sector,"4,649,876","2,399,726","7,049,602"
31,March,2019,31-Mar-19,1,Private sector,"10,699,444","14,771,278","25,470,722"
31,March,2019,31-Mar-19,1,"Agriculture, forestry & fishing","90,659","242,224","332,883"
31,March,2019,31-Mar-19,1,"Mining, energy and water supply","128,817","444,400","573,217"
31,March,2019,31-Mar-19,1,Manufacturing,"751,276","2,197,806","2,949,082"
31,March,2019,31-Mar-19,1,Construction,"302,055","2,123,854","2,425,909"
31,March,2019,31-Mar-19,1,"Wholesale, retail & repair of motor vehicles","1,890,421","2,182,170","4,072,591"
31,March,2019,31-Mar-19,1,Transport & storage,"299,521","1,252,787","1,552,308"
31,March,2019,31-Mar-19,1,Accommod-ation & food services,"934,056","805,719","1,739,775"
31,March,2019,31-Mar-19,1,Information & communication,"367,638","954,753","1,322,391"
31,March,2019,31-Mar-19,1,Financial & insurance activities,"571,415","721,763","1,293,178"
31,March,2019,31-Mar-19,1,Real estate activities,"212,314","163,506","375,820"
31,March,2019,31-Mar-19,1,"Professional, scientific & technical activities","1,086,649","1,393,063","2,479,712"
31,March,2019,31-Mar-19,1,Administrative & support services,"684,284","834,140","1,518,424"
31,March,2019,31-Mar-19,1,Public admin & defence; social security,"1,100,473","996,187","2,096,660"
31,March,2019,31-Mar-19,1,Education,"2,441,143","971,883","3,413,026"
31,March,2019,31-Mar-19,1,Human health & social work activities,"3,411,881","959,655","4,371,536"
31,March,2019,31-Mar-19,1,Other services,"1,033,004","841,628","1,874,632"
30,June,2019,30-Jun-19,2,Public Sector,"4,641,021","2,361,763","7,002,784"
30,June,2019,30-Jun-19,2,Private sector,"10,829,884","14,792,584","25,622,468"
30,June,2019,30-Jun-19,2,"Agriculture, forestry & fishing","93,467","254,197","347,664"
30,June,2019,30-Jun-19,2,"Mining, energy and water supply","132,357","420,389","552,746"
30,June,2019,30-Jun-19,2,Manufacturing,"784,775","2,234,585","3,019,360"
30,June,2019,30-Jun-19,2,Construction,"304,222","2,057,039","2,361,261"
30,June,2019,30-Jun-19,2,"Wholesale, retail & repair of motor vehicles","1,918,988","2,124,773","4,043,761"
30,June,2019,30-Jun-19,2,Transport & storage,"294,905","1,297,858","1,592,763"
30,June,2019,30-Jun-19,2,Accommod-ation & food services,"934,482","838,532","1,773,014"
30,June,2019,30-Jun-19,2,Information & communication,"366,668","975,219","1,341,887"
30,June,2019,30-Jun-19,2,Financial & insurance activities,"564,861","713,214","1,278,075"
30,June,2019,30-Jun-19,2,Real estate activities,"218,551","177,502","396,053"
30,June,2019,30-Jun-19,2,"Professional, scientific & technical activities","1,111,220","1,409,794","2,521,014"
30,June,2019,30-Jun-19,2,Administrative & support services,"722,017","834,287","1,556,304"
30,June,2019,30-Jun-19,2,Public admin & defence; social security,"1,114,103","987,024","2,101,127"
30,June,2019,30-Jun-19,2,Education,"2,475,268","951,793","3,427,061"
30,June,2019,30-Jun-19,2,Human health & social work activities,"3,370,660","964,649","4,335,309"
30,June,2019,30-Jun-19,2,Other services,"1,040,175","857,477","1,897,652"
30,September,2019,30-Sep-19,3,Public Sector,"4,633,893","2,388,902","7,022,795"
30,September,2019,30-Sep-19,3,Private sector,"10,771,363","14,890,131","25,661,494"
30,September,2019,30-Sep-19,3,"Agriculture, forestry & fishing","93,556","257,026","350,582"
30,September,2019,30-Sep-19,3,"Mining, energy and water supply","121,511","431,371","552,882"
30,September,2019,30-Sep-19,3,Manufacturing,"782,527","2,215,251","2,997,778"
30,September,2019,30-Sep-19,3,Construction,"292,335","2,048,751","2,341,086"
30,September,2019,30-Sep-19,3,"Wholesale, retail & repair of motor vehicles","1,886,304","2,155,913","4,042,217"
30,September,2019,30-Sep-19,3,Transport & storage,"282,068","1,295,866","1,577,934"
30,September,2019,30-Sep-19,3,Accommod-ation & food services,"980,809","839,876","1,820,685"
30,September,2019,30-Sep-19,3,Information & communication,"411,842","997,402","1,409,244"
30,September,2019,30-Sep-19,3,Financial & insurance activities,"569,924","733,527","1,303,451"
30,September,2019,30-Sep-19,3,Real estate activities,"213,528","193,541","407,069"
30,September,2019,30-Sep-19,3,"Professional, scientific & technical activities","1,094,013","1,460,000","2,554,013"
30,September,2019,30-Sep-19,3,Administrative & support services,"707,943","808,275","1,516,218"
30,September,2019,30-Sep-19,3,Public admin & defence; social security,"1,117,577","1,004,681","2,122,258"
